"id","theta_EAP","SE_EAP","n_observed","n_correct"
"779",1.01676752090803,0.220732717713265,301,235
"2425",-1.19565551131051,0.139376473026738,301,154
"1222",-1.35462070070769,0.138252260584677,301,136
"367",0.454333152068265,0.189815791921323,301,222
"2030",-1.75080887445603,0.138746592475069,301,130
"4926",-0.459267313040584,0.154339584997442,301,186
"5098",0.0319440216299664,0.171138194795881,301,195
"2734",-0.143429311065495,0.164527210539222,301,195
"2404",-1.14309501545263,0.140150553721759,301,154
"3264",-1.58446279240872,0.137674216382642,301,121
"1254",-1.62077865815223,0.137782777709911,301,125
"2380",-2.26391512953703,0.148494193968456,301,102
"2939",-1.04982585316352,0.141416793834491,301,155
"2276",-1.72432158570765,0.138696048748447,301,129
"3444",0.125019756110132,0.174920198132149,301,206
"2196",-1.54067242831164,0.13789562827642,301,135
"1558",-1.35311517236058,0.138270871469898,301,153
"2256",-1.37173972638024,0.138057658611724,301,150
"1248",-1.84164362799181,0.139540975688226,301,120
"572",-1.29978589625946,0.138871080473239,301,150
"3006",0.537048063043169,0.193936107645536,301,216
"61",-2.37667097882326,0.152205132132666,301,79
"4",-1.49732205983517,0.138072648528937,301,136
"2073",-1.12100879377897,0.140529445073191,301,157
"2269",-1.40446388587848,0.137843173907726,301,144
"1908",-1.73516139049922,0.138721852807357,301,128
"67",-1.71133288174371,0.138645701144705,301,122
"2288",-1.41195104921143,0.137830790286925,301,142
"1972",-1.15698913067161,0.139912314509323,301,156
"5576",1.07587690768216,0.224361193098535,301,234
"1824",-0.108761517815699,0.165789033602237,301,202
"3288",2.02928437053976,0.291553295076239,301,260
"2463",-1.94851487607824,0.141200396599534,301,117
"2541",-0.866770275757696,0.144543677190516,301,172
"2013",-1.90919617334651,0.140711522577504,301,109
"720",0.091845933722945,0.17354997683648,301,203
"4885",0.156150957787715,0.176226287954893,301,203
"2458",-0.512430210121851,0.152821552409715,301,189
"5313",-0.407456136110764,0.15582387585885,301,182
"348",-0.859754321063978,0.144661751768941,301,160
"2784",1.29363433730478,0.238305355756303,301,230
"2410",-1.84799202062768,0.139653751613666,301,126
"2281",-1.56403062121093,0.13774928046243,301,132
"5414",-0.719759307842347,0.147582722956067,301,171
"4333",0.215477142137301,0.178771090923368,301,210
"1239",-1.61315836604849,0.137732411039238,301,130
"1885",-1.2627070374478,0.139056207973815,301,152
"2162",-0.452665198251505,0.154526503837528,301,188
"1522",0.136994214139598,0.175420284014211,301,210
"99",-1.41786645735994,0.137830339803653,301,139
"2650",-0.502403690165459,0.153110131726802,301,185
"1798",0.772702732340926,0.206494187492139,301,232
"2023",-0.960188129218899,0.142687265540172,301,160
"1881",-0.856001915024428,0.144724205832371,301,172
"41",0.46517795654161,0.190347313452536,301,218
"3822",0.15496917673555,0.176176351464957,301,206
"2275",-1.32057276859925,0.138671413928097,301,151
"2329",-0.876618136167678,0.144373624891911,301,172
"1172",-0.12694207071202,0.165123887737639,301,201
"3427",-0.627651368639843,0.149754016143878,301,172
"1159",-0.663782299736266,0.148925591560897,301,169
"3600",0.045169710514989,0.171663196466169,301,204
"791",-0.20936856499527,0.16221983581511,301,185
"1841",-0.865902278121506,0.144558400915609,301,164
"2350",-1.45409595186662,0.137951079626241,301,135
"2390",-1.41969787022168,0.137831760438598,301,136
"5518",-0.0496230437803814,0.167992418702408,301,196
"2242",-1.49761507678835,0.138072496282679,301,146
"3871",-0.766847714389956,0.146424811360853,301,181
"271",-1.04183407429527,0.141493984501487,301,157
"529",-0.764772995039157,0.146473445292533,301,167
"3178",0.64372586396098,0.19947213445164,301,221
"2019",-1.55340853009661,0.137812431106353,301,128
"2744",0.719864896589787,0.203574399747334,301,226
"4063",1.27562108695706,0.23711825793521,301,241
"538",-0.977497539627773,0.142353433682061,301,170
"351",-0.527863921839897,0.152377330835082,301,186
"5359",-0.930930143366305,0.143303566522136,301,160
"5547",1.53285468942493,0.25462220668558,301,247
"844",-1.20405735090853,0.139298614799712,301,156
"35",0.457617788370164,0.189976498675373,301,211
"5441",-0.166053272573738,0.163720516840803,301,192
"3874",0.0306786205904156,0.17108819539948,301,208
"2081",-2.13107116437375,0.144973376011013,301,100
"951",-0.954333682507715,0.14280730000583,301,165
"1949",-1.29929512518854,0.138874932833489,301,148
"2442",-0.833085288562572,0.145105259891778,301,177
"2273",-1.07641024711609,0.141147828572674,301,166
"1905",-0.996836237552408,0.14203111240283,301,167
"1770",-1.06302690777993,0.141288278045798,301,158
"2449",-1.48123974618277,0.138056838513762,301,149
"3889",-0.266187092498224,0.160320421656828,301,194
"1704",-1.15801995527051,0.139895146062116,301,162
"4031",0.178856994677757,0.177191326433331,301,207
"3421",-0.238620476387342,0.161235319571357,301,189
"2041",-1.88682229363638,0.140359342272671,301,117
"2268",-0.242299351663456,0.16111268213071,301,195
"910",-1.04390505202829,0.14147384530492,301,160
"9",-0.2762057436338,0.159989590670145,301,192
"5464",-0.030763052987909,0.168707147582621,301,205
"1848",-1.77372801531666,0.138800651855453,301,128
"912",-0.304566512634964,0.159056372373945,301,197
"1060",0.463678479603174,0.190273664444319,301,211
"2881",-0.364809417045328,0.157116318471225,301,194
"1550",-1.73129025679331,0.138713939244855,301,123
"5519",1.08286450478956,0.224794639402788,301,232
"3881",0.364244920304329,0.18550188488676,301,212
"5395",-0.813102778454166,0.145456870640332,301,170
"4357",-0.84194157934603,0.144956935541834,301,167
"1456",-0.0624865979251298,0.16750844220765,301,196
"5203",0.757555171881653,0.205651089066208,301,231
"1677",-1.31735074142496,0.138706673971315,301,149
"2003",-0.887964089303108,0.144169181877781,301,174
"1394",-1.03715471505717,0.141540147667207,301,156
"2737",-0.330323282634579,0.158215982005368,301,189
"874",-0.733478499607235,0.147239300056022,301,173
"1640",-2.08925800111181,0.143975972256638,301,109
"2770",-0.363219806123565,0.157166065086196,301,182
"3300",0.553416305325597,0.194769405033329,301,214
"2825",0.745248263734853,0.2049696728751,301,222
"5420",-0.0429176732624795,0.168245796184242,301,196
"206",0.0714950528689507,0.172721068468496,301,208
"2808",1.26092618213796,0.236154258302632,301,236
"3976",0.0323198746307814,0.171153053560543,301,204
"1525",-0.268950854889573,0.160229093376405,301,196
"1141",-0.333955938457836,0.158098443162317,301,186
"3238",-0.25360471718239,0.160736976683599,301,192
"2494",-0.187590646442622,0.162967122007747,301,189
"4740",-0.924291978809162,0.143444591073717,301,165
"1674",-1.81359804968732,0.13911419830099,301,120
"2510",-0.814361601893174,0.145433754589968,301,169
"2672",0.43891986421364,0.18906490311341,301,219
"1385",-1.31159730865704,0.138765974664784,301,141
"832",-0.345150370637468,0.157738430270229,301,193
"1167",-0.568721088432399,0.151230340973276,301,184
"2577",-0.184738740699404,0.163066044693184,301,196
"1421",-1.50678113603926,0.138059473564972,301,137
"4289",-0.604174582734473,0.15031424880051,301,171
"409",0.163642389588282,0.176543503444482,301,211
"927",-0.840209705344856,0.144985735193318,301,169
"2395",-0.986713632454039,0.142192385648751,301,161
"2894",0.0840404185672707,0.173230955541086,301,202
"3307",0.345952570227491,0.184647754740471,301,205
"4963",0.132527231695646,0.175233395859923,301,199
"3216",-0.24972508076554,0.160865728286708,301,186
"2583",-1.0476466255734,0.14143773861529,301,160
"3803",0.8039892482128,0.208250855121132,301,225
"4825",0.719395219296697,0.203548712017346,301,223
"938",-1.09222085360148,0.140957690447095,301,155
"2804",0.806205860310671,0.208376091378772,301,223
"1778",-0.259278781191709,0.160548957244958,301,196
"631",0.105458144673642,0.174109463086132,301,204
"814",-1.18731168279298,0.139468801094398,301,150
"3563",1.46365867442715,0.249798646509594,301,241
"1910",-1.1727486578972,0.139663457862876,301,162
"1432",-0.575194482789193,0.151056418771726,301,173
"2899",-0.348678442521092,0.157625753093607,301,188
"626",-1.58448371504851,0.137674183088263,301,135
"4899",0.457712539810963,0.189981138153777,301,213
"940",-0.923557016450663,0.143460114860718,301,170
"2182",-1.11020375666054,0.140702004478189,301,164
"543",-1.43778989805935,0.137878376019741,301,140
"3402",1.95891366064895,0.286080743934232,301,251
"3852",-0.425498206936294,0.155300062209516,301,183
"998",-0.0304952585605635,0.16871734362753,301,196
"5372",0.504530808998368,0.192298166035724,301,212
"924",-1.44587448868868,0.137912681097936,301,148
"5467",0.629149267388861,0.198701069479188,301,231
"5050",-0.40099355312983,0.156014492841552,301,186
"2291",-1.42869514096042,0.137848314815828,301,140
"5176",0.00974914252162534,0.170267061110836,301,200
"2553",-1.029186296446,0.141621964509117,301,167
"232",-0.494844990240551,0.1533271301347,301,191
"1799",-0.818025847823107,0.145367305061114,301,172
"5164",1.08223466643169,0.224755531181568,301,231
"990",0.568758236820913,0.195555778547875,301,218
"1821",-1.42112739060666,0.137833354414277,301,148
"4570",1.03416569888365,0.221793603710997,301,228
"2398",-0.665422766680319,0.148887875662665,301,182
"1018",-1.00943461916721,0.141853794909128,301,153
"1156",0.321000897483039,0.183494412893617,301,210
"4296",-1.07107018478929,0.141205688478647,301,149
"321",-0.281595210142914,0.159811869744744,301,185
"2088",-0.529451088941729,0.152331768103175,301,172
"2053",-1.24932917290177,0.13908978307436,301,145
"5204",0.849382258153655,0.210835929470946,301,225
"1977",-1.36947839375542,0.138081008180876,301,151
"942",-1.29872348564462,0.138879367143153,301,152
"4906",0.130695144580196,0.175156860753039,301,200
"2514",-0.477208978471562,0.153830707751563,301,189
"2702",-0.147897392324,0.164366725430447,301,193
"5553",0.0869293917185973,0.173348875450009,301,201
"3324",-1.20611778616949,0.139281825649117,301,150
"4426",-0.066715313645348,0.167349918586252,301,197
"756",-0.115173202670997,0.165553682315264,301,200
"4102",-0.894648086700604,0.14404376135303,301,166
"308",-0.912357904386779,0.143693258534917,301,163
"1255",-1.51961945703769,0.138015569980984,301,146
"5523",0.551827742535169,0.194688274978493,301,215
"2223",-0.635515516640464,0.149572137769446,301,181
"610",-0.53469898671443,0.152181432578818,301,182
